Position X [m],Position Y [m],Position Z [m],Diameter [m]
-1.587047421,-4.470698337,24.41521716,0.632366538
-2.420448778,-4.337494181,23.80964645,0.666478097
-1.905530765,-4.317132215,23.27071155,0.602106631
-1.999023616,-3.854548116,24.74133292,0.629383862
-1.369575181,-3.975028396,24.79707186,0.709378541
-2.454004838,-4.54697641,25.66013684,0.757614851
-2.121635054,-4.178342073,26.243842,0.796175838
-2.334483301,-3.808102686,25.66494438,0.700710893
-0.822911632,-4.386819112,23.74131511,0.839349687
-0.844021271,-4.391445622,24.53280877,0.769837677
-0.227603203,-4.751781191,24.66440672,0.715879083
-0.248515931,-4.576429712,25.34137579,0.720981717
-0.649494442,-4.042436429,25.14749928,0.707777917
-0.287688279,-4.021864625,22.50219033,0.719943821
-0.162114474,-4.05687491,23.72352117,0.553618133
-1.057013819,-4.707721716,25.71100373,0.899819434
-0.632795782,-4.398526455,26.20020783,0.565288663
-0.207264845,-4.776455527,26.59156466,0.843738556
-1.064117717,-4.150375212,26.62926316,0.770181358
-0.388336465,-4.098796078,26.62768258,0.592983902
8.88E-05,-4.306035515,25.98038361,0.802432239
-1.964021778,-3.7412909,23.45149965,0.660867989
-2.381010669,-3.230130251,23.08566642,0.898292303
-2.124937297,-3.645552576,24.11060053,0.742363751
-1.815274813,-3.531005765,22.57830591,0.757987738
-1.684462242,-3.16482555,23.90789213,0.662220776
-1.343897271,-3.419925719,23.35268575,0.770212471
-1.699976336,-3.591502695,25.35200528,0.815321982
-1.430487035,-3.531880288,24.33596529,0.603843451
-1.92823663,-3.101136445,24.68537368,0.911463082
-1.652437858,-2.917504435,22.93358921,0.737313271
-1.264362842,-2.649206032,23.57159381,0.84967494
-1.866185509,-2.552012076,24.10940047,0.706890821
-2.401172604,-3.389254479,26.27788705,0.827270865
-1.640850172,-3.227922965,26.15832197,0.788893282
-2.168347883,-2.834168216,25.88135367,0.644241869
-1.535141093,-2.767496899,25.45973027,0.908009529
-1.058729992,-3.248801569,23.94949199,0.626148045
-1.101877539,-3.248539522,24.88967124,0.856903791
-0.350431019,-3.558218707,23.02601341,0.712384284
-0.030141543,-3.608334127,24.45369502,0.55729121
-0.379250927,-3.152212571,23.9970749,0.781874418
-1.042635239,-2.874915562,22.56291235,0.700264871
-0.771880706,-3.033000893,23.16960142,0.684784472
-0.711843245,-2.506845831,25.23977247,0.870626986
-0.387304548,-2.508570585,23.63697556,0.723516941
-0.773622572,-3.533290918,26.69468028,0.624059021
-0.93820498,-3.320473434,26.05781453,0.651213646
-0.404697011,-3.309810991,25.39781542,0.924134612
-1.104028824,-2.939509649,26.6217869,0.771584213
-0.371136894,-3.001512622,26.65031851,0.734192252
-0.517163263,-2.787223843,25.99149916,0.741698503
-4.865681816,-2.351305374,23.89259798,0.765522718
-4.852159079,-2.047264454,23.33973235,0.526807129
-4.375185727,-2.053341424,22.83351553,0.666211486
-4.81459756,-2.030169636,25.03884061,0.610511303
-3.843323148,-2.222311595,23.1922665,0.688433349
-4.237152244,-1.987753633,23.70814192,0.713040948
-3.764793035,-1.977570072,22.50001131,0.793676257
-3.874916528,-2.076797097,24.28810101,0.703729987
-4.851390979,-1.574385666,23.80564401,0.827097118
-4.839150803,-1.430759083,25.09071547,0.60735786
-4.744669137,-2.495140583,25.56391806,0.704118133
-4.576887627,-2.25126623,26.64744258,0.736736476
-4.193628538,-2.287433668,26.01304782,0.799508572
-4.718963714,-1.762007854,25.69654806,0.82790339
-4.675438921,-1.474693288,26.68752652,0.634359539
-4.109711756,-1.492333157,25.54623602,0.591742516
-3.921052982,-1.447585684,26.16043311,0.744615018
-3.269359714,-2.131074483,22.9613644,0.598522246
-3.378519919,-2.240978289,25.03669601,0.873501062
-2.684576134,-1.897939025,22.90591864,0.700176716
-2.849643826,-1.881434815,24.65822524,0.645418942
-3.558756498,-1.86255689,23.69888829,0.706507564
-3.573469349,-1.536862414,23.06770736,0.721326172
-3.492137643,-1.526955092,24.63277492,0.841846704
-3.661284549,-1.325489512,24.00902502,0.576092422
-2.906299312,-1.681729166,23.91866761,0.758741915
-2.760288776,-1.350711786,23.27468468,0.656343997
-2.541643649,-1.574928987,25.04922134,0.56613183
-3.571560976,-2.209031361,26.56004729,0.905559599
-3.662036499,-1.911281574,25.68063552,0.710261047
-2.728294121,-2.44785701,25.77161736,0.770946205
-3.616052895,-1.491915798,26.72595409,0.56478703
-3.126839963,-1.417963004,25.40215698,0.893112361
-3.186583277,-1.556212032,26.22357526,0.786569417
-4.853164302,-0.882991281,22.5646156,0.723789036
-4.755409533,-0.786761456,23.72327816,0.690852106
-4.152242487,-1.239077151,23.51934707,0.865517199
-4.061151053,-1.145742344,24.99889783,0.74998337
-4.24281568,-0.883938934,24.28509736,0.851459682
-4.870485449,-0.401685243,25.22969306,0.810152233
-4.062567082,-0.007912539,23.40170461,0.758342266
-4.114679505,-0.471697629,25.27292218,0.725435376
-3.928924184,-0.175234106,24.15171991,0.693696082
-4.526258267,-1.000781062,25.52967799,0.724784076
-3.884967143,-0.865420671,26.63207097,0.773630738
-4.453575802,-0.244055658,25.89687228,0.821864903
-4.016447773,-0.138757778,26.5562758,0.719213724
-3.603278033,-0.742962606,23.80061293,0.707301855
-3.064032412,-1.174189488,22.6623593,0.789675772
-2.878869298,-0.668465984,23.52152854,0.863931835
-3.086438838,-1.072123332,24.08150472,0.593113303
-2.977001731,-0.99001165,24.70524146,0.708651364
-2.915012298,-0.648817261,25.32730773,0.744958639
-3.398286837,-0.221667117,23.07969169,0.811238766
-3.705424138,-0.524120073,24.70605205,0.711722612
-3.130386682,-0.424879223,24.25465168,0.788739562
-2.667918631,-0.154333621,22.68634734,0.891955078
-3.730835092,-0.954536306,25.64223277,0.761134446
-2.725141989,-0.881626751,26.07193104,0.91763258
-3.202821876,-0.580109947,26.64263804,0.724301994
-3.37148327,-0.062800771,25.58972216,0.874982417
-2.203360022,-2.491124576,22.99417993,0.65069586
-1.939885858,-1.8781316,22.87210084,0.736931443
-2.253011135,-2.320745711,24.73977755,0.810772836
-1.542241239,-2.425238036,24.6967305,0.677267849
-1.330601181,-2.02175743,25.20826199,0.742707014
-1.8966094,-1.611220136,24.86432281,0.836141586
-1.917440556,-1.277861667,24.18429015,0.71887666
-1.807069862,-1.678079406,23.60610518,0.708881795
-1.528793927,-1.351136084,23.07333704,0.688906193
-2.057938863,-2.083229755,25.52608907,0.863903701
-1.974293081,-2.091082742,26.64291311,0.724426925
-2.435557183,-1.720143425,26.18746897,0.780758619
-2.243523916,-1.31007562,25.5539648,0.746591151
-1.647942454,-1.535599252,26.05484364,0.898167014
-1.239754216,-2.011094523,23.06062967,0.769160628
-1.103653692,-2.212892263,24.19759622,0.750959396
-0.17344691,-2.128170819,22.92065185,0.775551975
-0.384872257,-2.470649073,24.42795862,0.879427254
-0.662675878,-1.531137589,23.71500667,0.617950082
-0.686674081,-1.764737062,24.72365501,0.822951078
-0.331733266,-1.406810824,23.11611631,0.790281653
-0.167319764,-1.282999145,25.13583808,0.823277235
-1.022931537,-2.419896202,25.8624911,0.566809237
-0.121258341,-2.387171911,26.4305101,0.71329695
-0.593006831,-1.82366098,26.59957958,0.84496361
-2.28066881,-1.232991886,22.69377728,0.834153831
-2.319694535,-0.816173289,23.95908283,0.625954032
-1.705446338,-0.708545171,22.80759298,0.787585199
-1.666101655,-0.814438335,23.61282824,0.885819793
-2.206359536,-0.430410136,23.23044028,0.679557383
-2.365479465,-0.075258271,23.88692483,0.899318814
-1.914783486,-0.00226323,22.78814527,0.68512857
-2.45586946,-0.529928697,24.55078874,0.747854888
-2.116191071,-0.551795502,25.27181123,0.905282259
-1.746205633,-0.424857254,24.3249623,0.780111849
-1.662437658,-0.966225107,26.62482985,0.775108993
-2.391460625,-0.210201703,25.87801689,0.657660365
-2.431858337,-0.201703158,26.59592698,0.838782907
-1.601861726,-0.215719742,26.62039041,0.799072862
-1.331505345,-0.177624266,25.47317772,0.772054553
-1.030933864,-1.079698147,23.85479966,0.617689967
-0.96295676,-0.867025286,22.83369616,0.743912876
-1.237571827,-1.092168498,24.59004269,0.961344421
-0.166507181,-0.709750873,22.76791175,0.837104619
-0.328386178,-1.095616849,24.27949168,0.972016215
-0.095968698,-0.666425281,24.87107605,0.574738026
-0.723379795,-0.505472797,23.90587175,0.582238555
-1.164314849,-0.11895991,22.60774307,0.899775267
-0.653925467,-0.306240865,23.24457232,0.808874309
-0.813454302,-0.104152815,24.93187445,0.775334716
-0.235111905,-0.16812645,24.36325546,0.902889132
-1.184494005,-0.968534157,25.71309407,0.695922852
-0.803106675,-1.168769123,26.25560519,0.743160129
-0.179065119,-1.151415854,26.43458851,0.56579864
-0.754545862,-0.185287044,26.05391101,0.799281299
-0.499582038,-0.616815709,26.63459537,0.759733975
-0.083530442,-0.494969264,26.09217277,0.665716112
0.322078822,-4.523981477,23.69708951,0.803927124
0.500794784,-4.943260187,24.67105376,0.803322196
0.752689951,-4.909514067,22.61539277,0.854299843
0.039285379,-4.100100227,23.16127844,0.678560138
0.112796665,-4.136150721,24.79870176,0.744704723
0.304060141,-3.994908392,24.16502631,0.622639954
0.917305951,-4.124388264,22.74212152,0.812808573
0.664022023,-3.843894697,23.46110358,0.840044081
0.770654519,-4.359946917,25.04943973,0.695860863
0.720747885,-3.830120769,24.63082028,0.674064755
1.202706542,-3.80407087,25.06307064,0.648368299
0.30076079,-3.983823337,26.61478912,0.805440843
0.869148236,-3.820863863,26.19950069,0.668040693
1.435329644,-4.753367047,23.80484728,0.923781276
2.133716143,-4.601096893,22.70366817,0.722197115
2.402391573,-4.576758318,25.2024259,0.719295382
1.800639145,-4.173021519,23.24474685,0.860095501
1.282520825,-4.610414308,26.13825975,0.895932138
1.333298757,-4.279218053,25.45833895,0.653479636
1.38969972,-3.826900858,26.64026101,0.742486894
2.010834465,-4.331167506,26.55733812,0.90884459
0.313151956,-3.627889859,22.68512677,0.807248712
0.386495692,-3.301390975,23.99487113,0.838075638
0.816235333,-3.246977368,25.04633815,0.726692915
1.109667483,-3.162129625,24.0994436,0.682890713
0.169478436,-2.848735714,22.83397922,0.836548686
0.578706122,-2.57494363,25.00712128,0.694506586
0.885720911,-2.85031916,23.13748388,0.723897815
0.821753362,-2.757629082,23.76302798,0.58712399
0.87957029,-2.583554136,24.38842903,0.732914329
0.307217627,-3.585055874,25.82511099,0.798809528
0.179112861,-3.320748017,26.45459204,0.624395847
0.821769713,-3.266190145,26.63699483,0.75380069
0.297981105,-3.008427704,25.40612106,0.64448905
0.208429527,-2.866859903,26.03597507,0.668617249
0.822248354,-2.619794885,25.69870609,0.816978455
1.206557062,-2.622581811,26.63027752,0.763950527
1.390867846,-3.628749714,23.65206163,0.764225602
1.378283589,-3.274408871,23.11903595,0.540712416
1.515306425,-3.677481195,24.42060494,0.838675439
1.645776393,-3.247232274,25.0733374,0.820738077
2.122063876,-3.632163764,23.70886624,0.73405093
2.268716531,-3.287644891,24.51029249,0.891223133
1.60174192,-2.674297491,22.89041857,0.862522125
1.754480976,-3.099958376,23.95439048,0.683113158
1.268916734,-2.580946163,25.04770547,0.739408076
1.673662783,-2.744474672,24.49694964,0.640164554
2.290873898,-2.944247036,23.02795727,0.705267787
2.446118305,-2.948616571,25.21076508,0.7127195
1.966149409,-3.562764012,26.28010715,0.762447357
2.34945626,-3.181472264,26.700837,0.638154805
1.466139486,-2.608957719,25.99249154,0.655134439
1.95558388,-3.04028851,25.74392578,0.798027158
1.904593836,-2.813229407,26.43583337,0.680724859
2.990556574,-4.680733918,24.24070026,0.678451777
3.345812846,-4.619722011,23.60917382,0.815127909
2.567398485,-4.128487875,23.08482568,0.745915353
2.588030464,-4.221235266,23.84705806,0.819718719
2.520388817,-4.070067728,24.66774567,0.821446121
3.22773264,-3.850772821,23.55706332,0.785180151
3.506486102,-4.12824039,24.26849905,0.875589669
3.153831734,-3.900069228,24.97892906,0.53060925
2.640400936,-4.411399842,25.94001716,0.913811266
3.36103689,-4.39025541,25.46394626,0.851951361
2.668081009,-3.76887183,26.48168308,0.786200285
3.266410025,-4.296139692,26.44259301,0.752285361
3.815171204,-4.966839652,22.50561839,0.712627053
4.195875164,-4.581155091,23.78805293,0.959492683
4.032105999,-4.726660076,25.20234373,0.672227979
4.078171838,-4.578289069,24.56642231,0.66113025
4.153958944,-4.098203103,23.00725888,0.644443274
4.129231578,-3.930665247,24.58046697,0.61748153
4.679144898,-4.334344759,24.40670875,0.700133383
3.91587044,-4.625125272,26.63050754,0.777307212
4.655081336,-4.548751857,25.58589285,0.851803064
4.667651073,-4.522300403,26.35669955,0.719547689
3.781102686,-4.202259076,26.02458575,0.60716176
3.844302009,-3.857485605,26.62101827,0.782965839
4.368999117,-3.946165863,26.10434642,0.730165362
4.941540052,-3.8070443,26.59584296,0.829510987
2.904826166,-3.637764724,24.19350828,0.70211947
3.215603317,-3.697986212,22.76450444,0.615852237
3.434578801,-3.427035753,24.66474804,0.769068778
2.652928667,-2.516989961,24.48665511,0.68939811
3.229788355,-3.016541558,23.60000443,0.938221335
3.337908891,-2.520047879,22.91932705,0.768723965
3.362978748,-2.605532101,24.45480438,0.76896888
3.389789732,-3.556416028,25.9669352,0.949283123
2.683294767,-3.052700387,26.07298406,0.860340357
2.515526993,-2.516273143,26.63434415,0.752153695
3.114228409,-2.799003061,25.46288834,0.768313885
3.242899287,-2.898122198,26.62461945,0.76865077
4.237905136,-3.200133143,23.25010163,0.761308193
3.86924075,-3.543160001,25.27264841,0.756146193
4.097069718,-3.32301791,24.5111937,0.646024704
4.923701581,-3.312444062,23.59440584,0.81065768
4.620044156,-3.648997627,24.2240861,0.752646625
4.091814383,-2.523548681,22.8950312,0.779386163
4.348400746,-3.035640827,23.95673341,0.709709883
4.096268024,-2.657528817,24.50405617,0.737481117
4.871178008,-3.005323033,22.52823784,0.815397561
4.799292833,-2.604582828,23.22939025,0.835569859
4.905856142,-3.014074191,25.15679886,0.828699589
3.921130172,-3.147844367,26.44505166,0.733245492
4.40693139,-3.739504188,25.52204103,0.538682044
3.869477649,-2.880300864,25.66387288,0.777183115
0.601138112,-2.214344285,22.95724228,0.74532932
0.273278273,-2.470062178,23.9767667,0.763022721
0.865887892,-1.909573437,24.77874012,0.848222315
0.30305981,-1.588342118,22.77220614,0.731989861
0.265588278,-1.776511301,23.54262426,0.872459054
0.254988607,-1.807429019,24.27206526,0.585636079
0.402718691,-1.297445796,24.63478227,0.734384239
0.557555868,-1.437116566,25.35382553,0.759780169
1.098860544,-1.774155378,23.54800944,0.749130249
1.159340143,-2.025081502,25.4502497,0.660139561
1.094681166,-2.046570131,26.14552673,0.758920431
0.057003486,-1.831172518,25.56961134,0.620216191
0.323057248,-1.252932494,26.04438466,0.741959751
0.862460312,-1.404872746,26.59355814,0.834992051
1.558539979,-2.456089403,23.680872,0.792342126
2.270444981,-2.069318036,23.03409477,0.868698359
1.947964716,-2.416150883,25.28885807,0.770938814
1.855144014,-1.748667737,23.67812919,0.800709665
1.662505499,-1.688464045,24.51418282,0.694747806
1.364552008,-1.354141577,24.01059515,0.652397752
2.414690855,-1.41856172,23.28391879,0.581409514
2.378118743,-1.346842494,23.86429662,0.616204917
1.718505721,-2.19519463,26.41887963,0.659629703
2.210432501,-2.398897061,25.98586209,0.72326386
1.495309537,-1.702926883,26.70879344,0.59622097
1.287270753,-1.382021403,25.82322982,0.810241997
1.922281185,-1.57922503,26.1976426,0.750642359
0.149288745,-0.963654625,23.52489262,0.788827002
0.425769909,-0.987762286,22.9254706,0.557209551
1.173383202,-1.105097567,24.69591594,0.900916934
0.108437497,-0.145917747,23.56711401,0.88568759
0.382172197,-0.179029954,24.96161754,0.850242376
0.847314029,-0.196154152,23.42629543,0.644348621
0.24339652,-0.731484261,25.52295039,0.766838074
0.305598239,-0.744013595,26.6215194,0.771465242
1.021419113,-0.506139719,26.63892721,0.767727137
1.203208063,-0.262727849,25.9273741,0.831787348
1.346845576,-0.812173077,22.52874825,0.826018393
1.735707272,-0.826895265,24.18826269,0.716306508
1.908617449,-0.996424307,23.49268048,0.780521631
2.003242976,-1.10161969,24.85326587,0.838088453
1.348033357,-0.090273693,25.06665214,0.756388009
1.729389134,-0.097968785,24.07375875,0.792996764
1.910431554,-0.450004018,22.93781523,0.707726061
2.344823297,-0.351394705,23.56292045,0.804319918
2.257594162,-0.416561996,24.53783445,0.791172564
1.594965083,-1.019714395,26.59780491,0.828465998
1.478406202,-0.76522489,25.3735374,0.787703454
1.919672131,-1.069217732,25.78021042,0.604952395
2.383754217,-0.808533079,25.41377208,0.69549197
2.336945839,-0.844607307,26.69697268,0.640452504
2.022451845,-0.476775582,26.16000005,0.851969898
2.835045628,-2.200713584,22.60974374,0.589369476
2.698230104,-1.892896757,23.67084516,0.744897246
2.525488225,-2.060054983,24.98462606,0.737299502
3.224669975,-2.210504747,25.06749456,0.721265018
3.575720767,-1.924511454,24.45703339,0.629754841
2.942155279,-1.455463237,22.78316728,0.699608743
2.561523571,-1.493072374,24.4953667,0.757639706
3.51575774,-1.844770245,22.7201119,0.721712351
3.17061064,-1.529797947,24.08887146,0.746044159
3.126432002,-1.531755439,24.94434711,0.707496345
3.659302807,-1.3035266,24.49612325,0.643270075
3.338715117,-2.21960208,26.68765256,0.642917633
2.874542465,-1.781572231,25.58706801,0.796650112
3.656774795,-1.713394139,25.95818796,0.710082114
3.507370899,-1.37971634,26.63208333,0.752733707
3.797063401,-2.307509226,23.9022204,0.802989304
4.23798364,-1.972898146,24.41697813,0.715243757
4.657141414,-2.305339427,22.53210869,0.665462077
4.481337779,-2.29575926,25.07979779,0.853464246
4.156013094,-1.805817334,22.59011977,0.621349216
4.006642209,-1.598526415,25.05096075,0.847357512
4.315202528,-1.307656363,24.37092744,0.679910779
4.622087379,-1.854195835,23.06561471,0.742381454
4.403364131,-1.415004026,23.63563457,0.785481632
4.010958585,-1.967395096,26.59105163,0.852341771
4.704762799,-2.47027568,26.02343469,0.719444573
4.720212632,-2.226857807,26.66603267,0.683904469
4.319333056,-1.590010176,25.66849676,0.585104227
4.64756226,-1.509456245,26.63338874,0.765943944
2.987268688,-0.830601965,23.13411862,0.782260537
2.725090862,-0.890515056,24.84336251,0.684935749
2.826004455,-0.800510492,24.07929539,0.907004952
2.52477422,-0.590640898,22.61820742,0.723726511
3.124414336,-0.069329968,24.17356884,0.74856317
2.876787906,-0.284943934,25.23329589,0.791290283
3.24169818,-0.310384076,23.53659174,0.671466231
3.318001058,-0.564048076,24.68624171,0.735252023
2.590891987,-1.165674277,26.07346697,0.897389889
3.061041031,-1.010550665,25.44101251,0.734275997
3.094141081,-0.747643607,26.61305532,0.80808413
2.707062744,-0.101745488,26.41836792,0.801991165
3.623565235,-0.499384752,25.38986367,0.815625131
3.635040254,-0.575022886,26.13476695,0.720163047
3.777870389,-1.183086983,23.12523191,0.940136731
3.873249816,-0.864511951,23.95252136,0.869899392
4.055506992,-0.748961754,24.7516854,0.800038517
4.94508401,-1.140755377,23.19948161,0.737714112
4.814705386,-0.94970536,24.75855575,0.792174757
4.0223748,-0.369201368,23.34024871,0.788718522
3.808060544,-0.18499208,24.32228306,0.726142168
4.567379622,-0.366987985,24.20403665,0.912604511
4.126622423,-0.911185118,26.60202732,0.823518753
4.80053084,-1.188220625,25.57082541,0.707737684
4.709107158,-0.304497417,25.93029405,0.882500112
-4.797681226,0.25500428,23.28563608,0.804623902
-4.965847351,0.436588903,22.53955976,0.783831418
-4.964452348,0.219194967,24.02844961,0.606128514
-4.427152574,0.283808844,24.41198619,0.751668513
-4.665179292,0.47899829,25.31427869,0.781404138
-4.273353527,0.201354238,22.73137916,0.751988828
-4.323849577,0.542063292,23.76437283,0.676197171
-4.463280475,1.174867295,23.37718203,0.811180532
-4.879291255,1.242364692,25.22799794,0.837254286
-4.659627399,1.237823635,24.15214965,0.798046708
-3.835202079,0.638362172,23.33226138,0.675921321
-3.985789086,0.977455831,22.77681666,0.718817949
-4.246356658,1.163206381,24.79051911,0.758626342
-4.769409894,0.005391066,26.5964315,0.855867207
-4.050370297,0.242934818,25.54724714,0.663409889
-4.277303334,0.455049857,26.15698246,0.726137042
-3.957234173,0.465350448,26.71780334,0.582787633
-4.511025465,1.216446986,26.64413775,0.560888231
-3.276299985,0.347761971,23.44955744,0.628970563
-3.346441338,0.296400884,24.13473573,0.79286176
-3.292164602,0.02773556,24.82521895,0.700030029
-3.594660254,0.506831577,25.16805759,0.638723195
-3.610911016,0.853408587,24.57963955,0.757073522
-2.74056921,0.738866059,23.65063044,0.685990691
-2.794646696,0.951845255,22.58142192,0.771806955
-3.14258191,0.65878478,25.61795873,0.686383545
-3.3788167,0.723069944,26.66308354,0.719305694
-2.716744819,1.067989793,25.87360505,0.558204472
-3.913867973,1.387256927,24.21771879,0.685485899
-4.314971054,1.748665232,25.17886272,0.696643054
-4.928597297,2.026054309,23.83368403,0.890748322
-4.6146357,1.937820672,22.98450713,0.960906982
-4.390236971,1.893404736,24.42227356,0.746198058
-4.473281909,2.437189878,24.96455401,0.824510872
-3.910258918,2.018498062,23.40652979,0.689028084
-4.208441112,2.47925198,23.92226319,0.861840785
-4.548755091,1.596914151,25.81029696,0.70158577
-4.479559714,1.811345939,26.68192826,0.651144803
-4.475468845,2.233771684,26.12730562,0.757778525
-3.974980276,2.304502943,25.54209789,0.750068784
-3.730903109,1.300047326,23.44871301,0.703833938
-3.180982404,1.378837124,24.00631967,0.873082757
-3.284789002,1.501585084,24.8032585,0.787115455
-2.996236635,1.373980872,23.20725493,0.81606555
-3.056190486,1.808204112,22.53718001,0.749138772
-3.348089233,2.38785655,23.11496987,0.797807932
-3.550670032,2.097448648,24.30934876,0.883064508
-3.42504999,2.35290449,25.11648025,0.680327296
-2.811844598,1.947575284,23.55376038,0.608560324
-2.610717781,2.229513268,22.96568256,0.773011267
-2.812352272,2.046995327,24.62690921,0.732678115
-3.566029418,1.294671862,26.18286084,0.892455339
-3.147526662,1.355083113,25.51549742,0.739955723
-3.027877875,1.298154375,26.69842397,0.631854415
-2.852102117,1.589892106,26.14655287,0.678325355
-3.353800513,1.906269202,26.63943811,0.764316797
-2.916626614,2.246728933,26.21390843,0.660930336
-2.171021313,0.088653314,24.58829602,0.630536139
-1.618931918,0.031219709,23.48169341,0.839785635
-1.525565123,0.121493318,24.80341435,0.768789351
-2.382329518,0.979874274,23.14821667,0.675205112
-1.980006974,1.114786983,24.66791786,0.898799717
-1.821598441,0.692134474,23.01149591,0.650064051
-1.817697345,1.23431254,23.35673934,0.667142212
-1.441201033,0.658443737,24.3383076,0.679623127
-2.461721018,0.483335721,25.77354141,0.788653255
-2.098521963,0.43281103,26.70162753,0.621615052
-1.469315441,0.578333243,25.56351352,0.751041234
-1.939752122,0.847692488,26.18896086,0.753514767
-2.019749351,0.985224108,25.52716072,0.63068521
-1.35911023,1.117827301,26.60361862,0.808604062
-1.164081996,0.56436621,23.13853288,0.751260757
-1.117555631,0.018909072,24.14128318,0.825584948
-0.090812763,0.328523441,22.93569221,0.802762866
-0.375673463,0.370202778,25.21837289,0.682686806
-0.929829953,0.866855108,23.70272794,0.618110657
-1.005192248,0.637702966,24.98695631,0.76504612
-0.539699296,0.98948179,23.15483505,0.78663975
-1.051095561,0.362249532,26.58676364,0.853381038
-0.441555075,0.457148135,25.92228015,0.680361807
-0.269006566,0.530149694,26.62259818,0.794539571
-0.603573804,1.220675574,25.81170159,0.640778303
-0.07475442,0.965714387,26.10197632,0.649202228
-2.248492767,1.480558014,25.25113694,0.61372894
-2.398096646,1.692894602,24.07586255,0.845818758
-2.165814875,1.863294541,24.75544953,0.659333169
-1.297335884,1.285187811,22.77061094,0.922623038
-2.044864249,2.375768528,24.27277075,0.774414539
-1.695530305,1.966788174,23.62856389,0.944703579
-1.56318005,2.198778224,24.83369871,0.775344133
-2.342027502,1.272566469,26.63536678,0.761444032
-1.454154769,1.308566629,25.81124026,0.814685702
-2.312091486,2.421480978,26.60830824,0.796959937
-1.347577665,1.997715954,26.27701647,0.88716501
-1.478342671,2.384868347,25.67844392,0.581204176
-1.051867297,1.82850643,23.20476771,0.602298617
-1.220078399,1.373042316,24.68916754,0.745129943
-0.756902782,1.451769923,24.00972471,0.775204301
-0.33650576,1.833736128,23.55932496,0.694207132
-0.178961385,1.805839211,24.87857364,0.619092464
-0.929017412,2.110070243,23.76497289,0.683816195
-1.036377136,2.348935237,22.76783722,0.641957819
-1.061036886,1.946088571,25.36571448,0.810359001
-0.858353362,2.393084463,24.76388654,0.749712408
-0.380327479,2.08493343,24.25492793,0.817087948
-0.371127663,2.301553732,25.28353422,0.748915553
-0.536940931,1.322703734,26.56395531,0.920143664
-0.521482307,1.991522461,25.99854041,0.889800906
-0.098572285,1.993492576,26.65538378,0.711488485
-4.865438987,2.724817397,22.73181777,0.763646781
-4.835678872,2.79313351,23.5045872,0.816820204
-4.974677567,2.848580482,25.2555977,0.641296804
-4.45428512,3.017702546,24.45542248,0.762358069
-4.119787074,2.675341031,23.10290057,0.871798873
-4.908432443,3.540379104,24.28103053,0.689017475
-4.893670409,3.44261483,24.97101295,0.721403837
-4.04743904,3.268753857,23.67645001,0.83615911
-4.004073342,3.256918579,24.9470397,0.68711555
-4.064697922,3.632465663,24.35227559,0.751830339
-4.482279007,2.75904097,25.62079619,0.644073188
-4.455993375,2.741662915,26.65248952,0.729772866
-4.892450758,2.827390569,26.13212073,0.702759326
-3.99664229,2.801782074,26.08956656,0.750701547
-4.474119647,3.420514692,25.94859873,0.821577311
-4.016364644,3.329179826,26.62595809,0.763567448
-3.289070167,3.021139412,23.5853258,0.823184133
-3.654371338,2.950851423,24.33989934,0.871379316
-3.23967981,2.872886381,24.87478577,0.545944393
-2.531101585,3.017180429,23.71452027,0.741099596
-2.940480902,2.608920816,24.1622548,0.778050303
-3.690604236,3.311461729,22.99955544,0.723299861
-3.089627841,3.207049957,22.65854098,0.720703006
-2.788892182,3.510930399,23.23098203,0.760267258
-2.542209426,3.607093796,24.83822047,0.713162065
-3.437731434,2.675421828,26.59793088,0.816382408
-3.512660891,3.033806044,25.48633231,0.874982715
-2.860623681,2.997370161,26.07076075,0.908672333
-2.933556884,3.454777939,26.67451595,0.682598472
-4.736200636,4.320694321,22.57870614,0.564321935
-4.876054967,4.273821106,23.96577978,0.761381328
-4.072313475,3.859639821,22.83301143,0.684813082
-4.787933456,4.756675516,23.0397292,0.625367165
-4.678065781,4.954077423,23.76659808,0.728538454
-4.183991977,4.49548374,22.79197162,0.613573968
-4.192150425,4.973792788,23.26176054,0.731790066
-4.159578881,4.673591812,24.22506392,0.790919602
-4.894103054,4.058904047,26.01159195,0.720618725
-4.615636585,3.801436093,26.62543697,0.785028398
-4.465647812,4.248796172,25.55580351,0.637223065
-3.819889074,4.091876613,26.61491825,0.808228493
-4.617747699,4.641271711,26.19117212,0.68801105
-4.941620709,4.760366997,25.55578062,0.739601731
-4.218873447,4.899199781,25.65745898,0.789868891
-3.415092679,3.955877668,23.1170725,0.73601681
-3.731621397,4.152357203,24.19043991,0.568391263
-3.697265093,4.332721976,25.36374474,0.915422022
-2.915599937,3.901156723,22.63443274,0.696626604
-3.077518379,3.956880954,24.41257212,0.843451977
-3.069929626,3.920184766,25.15572234,0.698158264
-3.510167935,4.729629384,23.00115404,0.877341986
-3.31033763,4.667643075,24.09606728,0.813360989
-2.67414674,4.577880473,23.79381095,0.646808326
-3.038559775,4.975295735,23.50905,0.610712409
-3.317299858,4.620765532,26.18101707,0.92283833
-2.929463405,4.692912569,25.43306873,0.818434894
-2.23149771,3.079610061,23.08073595,0.702854276
-2.37661133,3.019242636,24.4369918,0.746986032
-1.714971997,2.541702,22.94086486,0.856564879
-1.321108798,2.560386673,24.20015298,0.754478931
-1.844091128,3.123386819,23.94684986,0.773126602
